,symbol,orderId,orderListId,clientOrderId,price,origQty,executedQty,cummulativeQuoteQty,status,timeInForce,type,side,stopPrice,icebergQty,time,updateTime,isWorking,origQuoteOrderQty,cost,cost_qty
154,ADAEUR,37537011,-1,and_fb40c1237fb14d2c8ab907c6b1ce780d,1.05800000,94.50000000,94.5,99.981,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1614597244681,1614597245643,True,0.00000000,99.981,94.5
155,ADAEUR,39668095,-1,and_9228a08bc64a44f7914d416b049f0e51,0.99650000,135.00000000,135.0,134.52615,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1614843269705,1614843269705,True,0.00000000,134.52615,135.0
156,ADAEUR,41735264,-1,and_67349dd1ed914b05a84110fcd9a7416d,0.93700000,106.60000000,106.6,99.882068,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1615039809934,1615039809934,True,0.00000000,99.882068,106.6
157,ADAEUR,44830244,-1,and_bd7beb2f1a1a44c6b6bce657516a8598,0.92200000,108.40000000,108.4,99.9448,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1615540378581,1615540390881,True,0.00000000,99.9448,108.4
158,ADAEUR,45108604,-1,and_102d0e831f0744bca323405a6f98f04a,0.87100000,90.00000000,90.0,78.39,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1615582718618,1615582718646,True,0.00000000,78.39,90.0
159,ADAEUR,48456676,-1,and_bc775cb57ec84ffba7b2ce2756713384,1.04750000,100.00000000,-100.0,-104.75,FILLED,GTC,LIMIT,SELL,0.00000000,0.00000000,1615976707644,1615976711359,True,0.00000000,-104.75,-100.0
160,ADAEUR,109611702,-1,and_96b29c2b63484472a6eb7d32fb717785,1.53000000,203.45000000,203.45,310.566425,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1620927829575,1620927829575,True,0.00000000,310.566425,203.45
161,ADAEUR,111577280,-1,and_7c3334554020452e89bddaebc1599642,1.75000000,500.00000000,-500.0,-875.0,FILLED,GTC,LIMIT,SELL,0.00000000,0.00000000,1621065921471,1621065922974,True,0.00000000,-875.0,-500.0
162,ADAEUR,111951866,-1,and_c04561a3d5554a92bd3358190365da89,1.86440000,200.00000000,-200.0,-373.08,FILLED,GTC,LIMIT,SELL,0.00000000,0.00000000,1621084747205,1621084747205,True,0.00000000,-373.08,-200.0
163,ADAEUR,113798080,-1,and_027c65486e7247349d10745d9771951f,1.60000000,400.00000000,400.0,640.0,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1621194632223,1621194704881,True,0.00000000,640.0,400.0
164,ADAEUR,113798249,-1,and_5b75dbdad8944edca33b3882e5f27312,1.45000000,200.00000000,200.0,290.0,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1621194642708,1621194735327,True,0.00000000,290.0,200.0
165,ADAEUR,113847573,-1,and_94be3c769d0346cebe2fdf4a828e22e3,1.72000000,600.00000000,-600.0,-1033.38,FILLED,GTC,LIMIT,SELL,0.00000000,0.00000000,1621196599239,1621196599239,True,0.00000000,-1033.38,-600.0
166,ADAEUR,113852743,-1,and_bf17511264a740e09c57c1decc7d5f8c,1.68500000,417.54000000,-417.54,-703.5549,FILLED,GTC,LIMIT,SELL,0.00000000,0.00000000,1621196845115,1621196845115,True,0.00000000,-703.5549,-417.54
167,ADAEUR,113941512,-1,and_6e6064ae3ac94e4ba95e54d6777c1384,1.45000000,206.89000000,206.89,299.9905,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1621201431271,1621397951744,True,0.00000000,299.9905,206.89
168,ADAEUR,117314744,-1,and_ce9a82a950c94fa6b3ce2a37461bf6dd,1.42730000,150.00000000,150.0,213.795,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1621401528412,1621401528412,True,0.00000000,213.795,150.0
169,ADAEUR,117360888,-1,and_4e381ea515a64d2fa6f8d2515f223304,1.35000000,62.99000000,62.99,85.0365,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1621403286900,1621423037808,True,0.00000000,85.0365,62.99
170,ADAEUR,117361451,-1,and_7da7b53654ad46f0954d8619ba318e2f,1.30000000,65.41000000,65.41,85.033,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1621403308017,1621423326335,True,0.00000000,85.033,65.41
171,ADAEUR,192576536,-1,and_0901293b27374fedbb1cf165362701c8,1.78860000,352.05000000,-352.05,-629.67663,FILLED,GTC,LIMIT,SELL,0.00000000,0.00000000,1629181550024,1629181557825,True,0.00000000,-629.67663,-352.05
172,ADAEUR,195000833,-1,and_fa674f43848545159ab05ad98aab5c29,1.82000000,400.00000000,0.0,0.0,NEW,GTC,LIMIT,BUY,0.00000000,0.00000000,1629405884993,1629405884993,True,0.00000000,0.0,0.0
173,UNIEUR,1578,-1,and_317cf0ca123c4f82818590fb9dd688d1,26.05300000,3.83900000,3.839,99.748737,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1615541095009,1615541095009,True,0.00000000,99.748737,3.839
174,ENJEUR,6793139,-1,and_83b6c5ea265e4327b035723a93f713a2,1.86900000,31.59500000,31.595,59.01946,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1620731240944,1620731240944,True,0.00000000,59.01946,31.595
175,ENJEUR,6793193,-1,and_6efeaf8247744b0dbfc7b57aa1a2592a,1.86600000,53.60700000,53.607,100.030662,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1620731289956,1620731289964,True,0.00000000,100.030662,53.607
176,THETAEUR,4887907,-1,and_8707e6a8a7b14d49836c6de46f4caa7e,8.85000000,22.59900000,22.599,199.729962,FILLED,GTC,LIMIT,BUY,0.00000000,0.00000000,1620731463052,1620731463052,True,0.00000000,199.729962,22.599
